DATUM;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE
2017-02-24;585;562;566.33
2017-02-27;579.5;562;564.41
2017-02-28;585.5;562;563.39
2017-03-01;592.5;562;567.92
2017-03-02;586.5;562;564.56
2017-03-03;585;562;564
2017-03-06;586;562;563.29
2017-03-07;584;562;562.72
2017-03-08;584;562;562.76
2017-03-09;584;562;562.75
2017-03-10;581.5;562;563.72
2017-03-13;583;562;566.45
2017-03-14;584;562;565.18
2017-03-15;586.5;562;567.21
2017-03-16;591;562;569.63
2017-03-17;595.5;562;571.42
2017-03-20;595;562;571.97
2017-03-21;594.5;562;569.41
2017-03-22;586.5;562;565.75
2017-03-23;593;562;571.18
2017-03-24;588.5;562;570.29
2017-03-27;588;562;567.47
2017-03-28;587.5;562;569.19
2017-03-29;591;562;572.4
2017-03-30;595.5;562;574.18
2017-03-31;607.5;562;577.81
2017-04-03;600;562;573.43
2017-04-04;600;562;574.14
2017-04-05;594;562;577.38
2017-04-06;590.5;562;572.18
2017-04-07;594;562;576.05
2017-04-10;597.5;562;577.69
2017-04-11;600;562;577.27
2017-04-12;605.5;562;580.6
2017-04-13;607;562;581.39
2017-04-14;607;562;581.39
2017-04-17;607;562;581.39
2017-04-18;610;562;580.58
2017-04-19;614.5;562;582.3
2017-04-20;614.5;563;584.24
2017-04-21;617;563;589.43
2017-04-24;622;563;598.01
2017-04-25;629.5;563;601.7
2017-04-26;634;563;607.59
2017-04-27;636.5;563;607.69
2017-04-28;641.5;563;607.55
2017-05-01;641.5;563;607.55
2017-05-02;647.5;563;612.73
2017-05-03;646.5;563;611.18
2017-05-04;656;563;617.06
2017-05-05;663.5;563;618.45
2017-05-08;665;563;617.15
2017-05-09;669.5;563;619.54
2017-05-10;672;563;620.69
2017-05-11;678;563;622.7
2017-05-12;677.5;563;618.08
2017-05-15;683;563;618.84
2017-05-16;687;563;619.75
2017-05-17;672.5;613;613.67
2017-05-18;665.5;613;605.78
2017-05-19;663.5;613;607.71
2017-05-22;662;613;608.93
2017-05-23;661.5;613;611.03
2017-05-24;665.5;613;608.03
2017-05-25;665.5;613;608.03
2017-05-26;673;613;609.57
2017-05-29;673;613;608.42
2017-05-30;676.5;613;612.3
2017-05-31;682.5;613;612.4
2017-06-01;682.5;613;612.73
2017-06-02;691;613;615.82
2017-06-05;692.5;613;614.38
2017-06-06;692.5;613;614.38
2017-06-07;695;613;615.65
2017-06-08;691;613;610.59
2017-06-09;702;613;615.6
2017-06-12;691;613;609.82
2017-06-13;697.5;613;612.69
2017-06-14;696.5;613;610.59
2017-06-15;685;613;604.39
2017-06-16;682.5;613;611.23
2017-06-19;694;613;614.72
2017-06-20;693.5;613;612.7
2017-06-21;688.5;613;609.36
2017-06-22;693;613;610
2017-06-23;693;613;610
2017-06-26;691.5;613;607.65
2017-06-27;682.5;613;601.53
2017-06-28;685;613;599.1
2017-06-29;667;613;590.92
2017-06-30;665;613;591.26
2017-07-03;665.5;613;595.08
2017-07-04;660;613;595.02
2017-07-05;662;613;593.84
2017-07-06;657.5;613;590.47
2017-07-07;656;613;590.7
2017-07-10;659.5;613;592.72
2017-07-11;652;613;589.66
2017-07-12;661;613;597.93
2017-07-13;661;613;599.45
2017-07-14;663.5;613;597.71
2017-07-17;662.5;613;598.5
2017-07-18;650.5;613;589.89
2017-07-19;654;613;593.49
2017-07-20;652;613;593.6
2017-07-21;645.5;613;589.54
2017-07-24;642;613;588.34
2017-07-25;643.5;613;587.32
2017-07-26;645;613;589.89
2017-07-27;647;613;591.79
2017-07-28;637.5;613;587.94
2017-07-31;635.5;613;586.73
2017-08-01;644;613;592.98
2017-08-02;645.5;613;590.5
2017-08-03;647.5;613;590.13
2017-08-04;655;613;592.65
2017-08-07;656.5;613;592.11
2017-08-08;660;613;594.11
2017-08-09;657;613;591.04
2017-08-10;647.5;613;585.74
2017-08-11;634.5;613;582.33
2017-08-14;640;613;585.91
2017-08-15;636;613;580.89
2017-08-16;637.5;613;584.58
2017-08-17;635;613;581.86
2017-08-18;630.5;613;575.51
2017-08-21;630.5;613;573.4
2017-08-22;630.5;613;580.8
2017-08-23;619.5;575;589.31
2017-08-24;610;575;593.58
2017-08-25;611;575;574.43
